Date,Open,High,Low,Adj Close,Volume,Dividend,Split,Close
2016-02-02,128.10000610351562,129.03999328613278,128.0,129.02000427246094,10400000,0,1,129.02000427246094
2016-02-03,128.27999877929688,129.94000244140622,127.91999816894531,127.9499969482422,13309000,0,1,127.9499969482422
2016-02-04,128.22000122070312,128.58999633789062,127.51000213623048,128.57000732421878,9953500,0,1,128.57000732421878
2016-02-05,127.88999938964844,129.0,127.58999633789062,128.72000122070312,9200800,0,1,128.72000122070312
2016-02-08,129.72000122070312,131.6300048828125,129.67999267578122,131.49000549316406,14452200,0,1,131.49000549316406
2016-02-09,132.03999328613278,132.05999755859378,130.96000671386722,131.6300048828125,15232100,0,1,131.6300048828125
2016-02-10,131.69999694824222,132.83999633789062,131.11000061035156,132.78999328613278,12797100,0,1,132.78999328613278
2016-02-11,134.44000244140622,135.25,133.00999450683594,133.72000122070312,21620200,0,1,133.72000122070312
2016-02-12,132.63999938964844,133.1300048828125,130.92999267578122,131.5,13888400,0,1,131.5
2016-02-16,130.72000122070312,130.75,129.80999755859378,130.11000061035156,11766000,0,1,130.11000061035156
2016-02-17,129.63999938964844,129.83000183105472,128.71000671386722,129.30999755859378,13157300,0,1,129.30999755859378
2016-02-18,129.41000366210938,131.0,129.36000061035156,130.89999389648438,10196700,0,1,130.89999389648438
2016-02-19,130.94000244140622,131.82000732421878,130.72999572753906,131.00999450683594,8188700,0,1,131.00999450683594
2016-02-22,131.10000610351562,131.11000061035156,130.69999694824222,130.94000244140622,5054300,0,1,130.94000244140622
2016-02-23,129.8800048828125,131.74000549316406,129.77999877929688,131.47000122070312,8320700,0,1,131.47000122070312
2016-02-24,132.39999389648438,133.38999938964844,130.94999694824222,131.21000671386722,9091200,0,1,131.21000671386722
2016-02-25,131.47999572753906,132.55999755859378,131.32000732421878,131.67999267578122,6097200,0,1,131.67999267578122
2016-02-26,130.30999755859378,130.80999755859378,130.03999328613278,130.41000366210938,9245000,0,1,130.41000366210938
2016-02-29,130.47000122070312,131.16999816894528,130.41999816894528,130.97999572753906,8016100,0,1,130.97999572753906
2016-03-01,130.82000732421878,130.85000610351562,128.32000732421878,128.42999267578122,13729100,0,1,128.42999267578122
2016-03-02,128.32000732421878,128.97000122070312,128.21000671386722,128.96000671386722,7047700,0,1,128.96000671386722
2016-03-03,129.07000732421878,129.94000244140622,128.77000427246094,129.42999267578122,6394800,0,1,129.42999267578122
2016-03-04,128.75,129.1300048828125,127.76000213623048,128.60000610351562,8687000,0,1,128.60000610351562
2016-03-07,128.44999694824222,128.66999816894528,128.05000305175778,128.55999755859378,5493300,0,1,128.55999755859378
2016-03-08,130.35000610351562,130.99000549316406,129.94999694824222,129.97999572753906,7175400,0,1,129.97999572753906
2016-03-09,129.08000183105472,129.69000244140622,128.80999755859378,129.19000244140622,7194700,0,1,129.19000244140622
2016-03-10,129.5,129.83999633789062,127.91999816894531,128.66000366210938,10091600,0,1,128.66000366210938
2016-03-11,128.82000732421878,128.8800048828125,127.20999908447266,127.36000061035156,8927000,0,1,127.36000061035156
2016-03-14,127.81999969482422,128.38999938964844,127.66000366210938,127.76000213623048,5177000,0,1,127.76000213623048
2016-03-15,128.5,128.66000366210938,127.61000061035156,127.87999725341795,6413200,0,1,127.87999725341795
2016-03-16,127.75,128.52000427246094,127.37000274658205,128.25999450683594,9728900,0,1,128.25999450683594
2016-03-17,128.50999450683594,129.33999633789062,128.49000549316406,128.78999328613278,7805500,0,1,128.78999328613278
2016-03-18,129.03999328613278,129.50999450683594,128.69999694824222,129.05999755859378,8198600,0,1,129.05999755859378
2016-03-21,128.25,128.6199951171875,127.75,128.07000732421878,5514800,0,1,128.07000732421878
2016-03-22,128.83000183105472,129.02000427246094,127.91999816894531,128.03999328613278,4997900,0,1,128.03999328613278
2016-03-23,128.41000366210938,129.82000732421878,128.28999328613278,129.49000549316406,10628200,0,1,129.49000549316406
2016-03-24,130.58000183105472,130.63999938964844,129.0,129.53999328613278,6343300,0,1,129.53999328613278
2016-03-28,129.3800048828125,130.16000366210938,129.27999877929688,129.71000671386722,5058700,0,1,129.71000671386722
2016-03-29,130.3800048828125,131.08999633789062,130.02000427246094,131.07000732421878,9396700,0,1,131.07000732421878
2016-03-30,130.02999877929688,130.07000732421878,128.97999572753906,129.69000244140622,8478700,0,1,129.69000244140622
2016-03-31,129.97999572753906,130.80999755859378,129.78999328613278,130.61000061035156,7832300,0,1,130.61000061035156
2016-04-01,130.97999572753906,131.1300048828125,129.89999389648438,130.67999267578122,9341400,0,1,130.67999267578122
2016-04-04,130.78999328613278,130.97000122070312,130.27000427246094,130.75999450683594,5145100,0,1,130.75999450683594
2016-04-05,132.00999450683594,132.36000061035156,131.77999877929688,132.19000244140622,6482800,0,1,132.19000244140622
2016-04-06,131.52999877929688,131.66999816894528,130.74000549316406,131.22999572753906,6393700,0,1,131.22999572753906
2016-04-07,132.19000244140622,132.99000549316406,132.00999450683594,132.85000610351562,5963300,0,1,132.85000610351562
2016-04-08,132.16999816894528,132.39999389648438,131.63999938964844,132.00999450683594,5584800,0,1,132.00999450683594
2016-04-11,131.32000732421878,132.17999267578122,131.11000061035156,131.83999633789062,4805500,0,1,131.83999633789062
2016-04-12,131.08000183105472,131.55000305175778,130.52999877929688,130.92999267578122,4276000,0,1,130.92999267578122
2016-04-13,130.69000244140622,131.58000183105472,130.52000427246094,131.38999938964844,5207900,0,1,131.38999938964844
2016-04-14,130.91000366210938,131.30999755859378,130.49000549316406,130.75999450683594,6967000,0,1,130.75999450683594
2016-04-15,131.28999328613278,132.16000366210938,131.25,131.8800048828125,5831100,0,1,131.8800048828125
2016-04-18,131.33000183105472,131.44000244140622,130.66000366210938,131.30999755859378,4486600,0,1,131.30999755859378
2016-04-19,131.08000183105472,131.30999755859378,130.28999328613278,130.89999389648438,5212200,0,1,130.89999389648438
2016-04-20,131.16000366210938,131.64999389648438,129.27000427246094,129.46000671386722,10920700,0,1,129.46000671386722
2016-04-21,128.44000244140622,129.07000732421878,128.28999328613278,128.69000244140622,11154200,0,1,128.69000244140622
2016-04-22,128.85000610351562,128.91000366210938,128.24000549316406,128.36000061035156,5826400,0,1,128.36000061035156
2016-04-25,128.05999755859378,128.52000427246094,127.83000183105469,127.83000183105469,5539500,0,1,127.83000183105469
2016-04-26,127.76000213623048,127.76000213623048,127.12000274658205,127.25,7840000,0,1,127.25
2016-04-27,127.91999816894531,128.82000732421878,127.62000274658205,128.52000427246094,8380100,0,1,128.52000427246094
2016-04-28,128.21000671386722,129.13999938964844,128.03999328613278,129.05000305175778,7974600,0,1,129.05000305175778
2016-04-29,128.44999694824222,129.71000671386722,128.19999694824222,129.3800048828125,7416300,0,1,129.3800048828125
2016-05-02,128.66000366210938,128.89999389648438,127.8000030517578,127.81999969482422,11035200,0,1,127.81999969482422
2016-05-03,129.55000305175778,130.02000427246094,129.35000610351562,129.42999267578122,10736700,0,1,129.42999267578122
2016-05-04,129.67999267578122,130.16999816894528,129.19000244140622,130.13999938964844,7211200,0,1,130.13999938964844
2016-05-05,130.05999755859378,131.07000732421878,129.69999694824222,131.00999450683594,7870400,0,1,131.00999450683594
2016-05-06,130.85000610351562,130.86000061035156,130.28999328613278,130.44999694824222,7232500,0,1,130.44999694824222
2016-05-09,130.46000671386722,130.88999938964844,130.32000732421878,130.86000061035156,4950800,0,1,130.86000061035156
2016-05-10,130.85000610351562,131.1199951171875,130.64999389648438,130.8699951171875,4331900,0,1,130.8699951171875
2016-05-11,130.83000183105472,132.0,130.66000366210938,131.61000061035156,9256000,0,1,131.61000061035156
2016-05-12,130.66000366210938,131.16999816894528,130.58999633789062,131.00999450683594,6087400,0,1,131.00999450683594
2016-05-13,131.47999572753906,132.32000732421878,131.22999572753906,132.27999877929688,8707300,0,1,132.27999877929688
2016-05-16,131.63999938964844,131.66000366210938,130.97999572753906,131.13999938964844,5137000,0,1,131.13999938964844
2016-05-17,131.21000671386722,131.83000183105472,131.21000671386722,131.36000061035156,4449100,0,1,131.36000061035156
2016-05-18,130.80999755859378,130.85000610351562,128.91000366210938,129.49000549316406,12681000,0,1,129.49000549316406
2016-05-19,129.67999267578122,130.33000183105472,129.64999389648438,130.05000305175778,6209400,0,1,130.05000305175778
2016-05-20,129.64999389648438,130.39999389648438,129.55000305175778,130.14999389648438,5348900,0,1,130.14999389648438
2016-05-23,130.36000061035156,130.72999572753906,129.91999816894528,130.44000244140622,6979700,0,1,130.44000244140622
2016-05-24,129.97000122070312,130.19000244140622,129.24000549316406,129.86000061035156,5968200,0,1,129.86000061035156
2016-05-25,129.83000183105472,130.25,129.30999755859378,129.3699951171875,6367400,0,1,129.3699951171875
2016-05-26,129.80999755859378,130.44999694824222,129.80000305175778,130.03999328613278,5419300,0,1,130.03999328613278
2016-05-27,130.07000732421878,130.25999450683594,129.69999694824222,129.85000610351562,5267600,0,1,129.85000610351562
2016-05-31,129.02000427246094,130.44000244140622,128.97999572753906,130.16000366210938,8344300,0,1,130.16000366210938
2016-06-01,130.6300048828125,131.27000427246094,130.11000061035156,130.41999816894528,9874900,0,1,130.41999816894528
2016-06-02,130.89999389648438,131.69000244140622,130.8699951171875,131.36000061035156,5835400,0,1,131.36000061035156
2016-06-03,132.86000061035156,133.22999572753906,132.60000610351562,133.22999572753906,11077200,0,1,133.22999572753906
2016-06-06,132.77999877929688,132.88999938964844,132.10000610351562,132.24000549316406,7573700,0,1,132.24000549316406
2016-06-07,132.63999938964844,132.97999572753906,132.53999328613278,132.55999755859378,4680200,0,1,132.55999755859378
2016-06-08,132.8699951171875,133.42999267578122,132.71000671386722,133.27000427246094,5313200,0,1,133.27000427246094
2016-06-09,134.32000732421878,134.53999328613278,133.92999267578122,134.1300048828125,6820300,0,1,134.1300048828125
2016-06-10,134.78999328613278,135.33000183105472,134.25999450683594,134.77999877929688,6984600,0,1,134.77999877929688
2016-06-13,135.08999633789062,135.38999938964844,134.77000427246094,135.3800048828125,7283300,0,1,135.3800048828125
2016-06-14,136.19000244140622,136.22000122070312,135.22000122070312,135.27999877929688,9012500,0,1,135.27999877929688
2016-06-15,135.52000427246094,136.22999572753906,135.30999755859378,135.80000305175778,7953200,0,1,135.80000305175778
2016-06-16,136.74000549316406,137.55999755859378,136.17999267578122,136.46000671386722,10372700,0,1,136.46000671386722
2016-06-17,136.19999694824222,136.27000427246094,135.25999450683594,135.61000061035156,8489900,0,1,135.61000061035156
2016-06-20,134.24000549316406,134.55000305175778,134.00999450683594,134.16000366210938,7365900,0,1,134.16000366210938
2016-06-21,134.28999328613278,134.58000183105472,133.46000671386722,133.53999328613278,6005800,0,1,133.53999328613278
2016-06-22,133.5,133.99000549316406,133.25,133.75999450683594,5773700,0,1,133.75999450683594
2016-06-23,132.61000061035156,133.32000732421878,132.08000183105472,132.22999572753906,9029100,0,1,132.22999572753906
2016-06-24,136.61000061035156,136.61000061035156,135.30000305175778,135.77999877929688,17155000,0,1,135.77999877929688
2016-06-27,138.44000244140622,139.58999633789062,138.39999389648438,139.16999816894528,16577100,0,1,139.16999816894528
2016-06-28,139.44000244140622,139.89999389648438,138.8800048828125,139.46000671386722,14006400,0,1,139.46000671386722
2016-06-29,139.67999267578122,140.1300048828125,138.25999450683594,138.38999938964844,12999800,0,1,138.38999938964844
2016-06-30,138.80999755859378,139.94000244140622,138.08999633789062,138.89999389648438,14698500,0,1,138.89999389648438
2016-07-01,140.80999755859375,140.82000732421875,139.19000244140622,140.57000732421878,15430200,0,1,140.57000732421878
2016-07-05,141.85000610351562,142.91000366210938,141.6999969482422,142.3300018310547,8840800,0,1,142.3300018310547
2016-07-06,142.7899932861328,143.0,141.9600067138672,142.55999755859375,14352800,0,1,142.55999755859375
2016-07-07,142.08999633789062,143.19000244140625,141.77999877929688,142.5500030517578,9676400,0,1,142.5500030517578
2016-07-08,142.9199981689453,143.6199951171875,142.36000061035156,143.60000610351562,10355300,0,1,143.60000610351562
2016-07-11,143.0500030517578,143.47000122070312,142.24000549316406,142.33999633789062,8099000,0,1,142.33999633789062
2016-07-12,140.41999816894528,140.86000061035156,139.63999938964844,140.0,15810600,0,1,140.0
2016-07-13,141.3699951171875,141.77000427246094,140.9499969482422,141.64999389648438,8181700,0,1,141.64999389648438
2016-07-14,139.27999877929688,139.83999633789062,139.08999633789062,139.58999633789062,10817000,0,1,139.58999633789062
2016-07-15,138.88999938964844,139.11000061035156,138.17999267578122,138.38999938964844,9958600,0,1,138.38999938964844
2016-07-18,139.07000732421878,139.25999450683594,137.72999572753906,138.25999450683594,5955900,0,1,138.25999450683594
2016-07-19,138.94000244140622,139.30999755859378,138.39999389648438,139.03999328613278,8073900,0,1,139.03999328613278
2016-07-20,138.22999572753906,138.50999450683594,137.91000366210938,138.27999877929688,6942500,0,1,138.27999877929688
2016-07-21,137.03999328613278,138.6199951171875,136.99000549316406,138.55999755859378,10398400,0,1,138.55999755859378
2016-07-22,137.92999267578122,139.24000549316406,137.8699951171875,138.80000305175778,5811400,0,1,138.80000305175778
2016-07-25,138.94000244140622,139.25999450683594,138.58999633789062,138.69999694824222,4243800,0,1,138.69999694824222
2016-07-26,139.52000427246094,139.52000427246094,138.46000671386722,138.91999816894528,5243400,0,1,138.91999816894528
2016-07-27,139.55000305175778,140.64999389648438,139.39999389648438,140.64999389648438,8508100,0,1,140.64999389648438
2016-07-28,139.80000305175778,140.83999633789062,139.71000671386722,140.38999938964844,7336100,0,1,140.38999938964844
2016-07-29,140.44999694824222,141.67999267578125,140.22000122070312,141.55999755859375,8766700,0,1,141.55999755859375
2016-08-01,139.77999877929688,140.5,139.61000061035156,139.77000427246094,9809300,0,1,139.77000427246094
2016-08-02,137.83000183105472,139.25999450683594,137.5,138.33000183105472,10051200,0,1,138.33000183105472
2016-08-03,138.60000610351562,138.77999877929688,137.91000366210938,138.41000366210938,4930600,0,1,138.41000366210938
2016-08-04,139.46000671386722,140.16000366210938,139.27000427246094,139.44999694824222,5646000,0,1,139.44999694824222
2016-08-05,139.05000305175778,139.17999267578122,137.82000732421878,138.0,7778600,0,1,138.0
2016-08-08,137.60000610351562,138.53999328613278,137.32000732421878,138.25999450683594,5185200,0,1,138.25999450683594
2016-08-09,138.71000671386722,139.72000122070312,138.6199951171875,139.6199951171875,5503200,0,1,139.6199951171875
2016-08-10,139.89999389648438,140.50999450683594,139.47000122070312,140.16000366210938,5843500,0,1,140.16000366210938
2016-08-11,140.05999755859378,140.08000183105472,138.53999328613278,138.91000366210938,7624600,0,1,138.91000366210938
2016-08-12,140.41000366210938,140.86000061035156,139.8699951171875,140.08000183105472,7989600,0,1,140.08000183105472
2016-08-15,139.33999633789062,139.6300048828125,138.75,138.75999450683594,5108600,0,1,138.75999450683594
2016-08-16,138.97999572753906,139.14999389648438,138.22999572753906,138.38999938964844,6182700,0,1,138.38999938964844
2016-08-17,138.6300048828125,139.44000244140622,138.5,139.22000122070312,5002000,0,1,139.22000122070312
2016-08-18,139.19999694824222,139.75999450683594,138.78999328613278,139.44000244140622,3805200,0,1,139.44000244140622
2016-08-19,138.63999938964844,139.05000305175778,138.10000610351562,138.71000671386722,5516300,0,1,138.71000671386722
2016-08-22,139.64999389648438,140.13999938964844,139.3699951171875,139.8800048828125,5549700,0,1,139.8800048828125
2016-08-23,140.27000427246094,140.58999633789062,139.66999816894528,140.02999877929688,6841400,0,1,140.02999877929688
2016-08-24,140.10000610351562,140.19000244140622,139.38999938964844,139.69999694824222,6027800,0,1,139.69999694824222
2016-08-25,139.25999450683594,139.77999877929688,138.96000671386722,139.16999816894528,5855500,0,1,139.16999816894528
2016-08-26,139.72999572753906,140.69000244140622,138.22000122070312,138.36000061035156,12962500,0,1,138.36000061035156
2016-08-29,139.3800048828125,140.35000610351562,139.21000671386722,140.21000671386722,7310400,0,1,140.21000671386722
2016-08-30,140.16999816894528,140.25999450683594,139.66999816894528,139.66999816894528,5161800,0,1,139.66999816894528
2016-08-31,139.66000366210938,140.16999816894528,139.33999633789062,139.8699951171875,7349700,0,1,139.8699951171875
2016-09-01,138.6199951171875,140.10000610351562,138.57000732421878,139.77000427246094,9149100,0,1,139.77000427246094
2016-09-02,138.96000671386722,139.05000305175778,138.16999816894528,138.6300048828125,8397000,0,1,138.6300048828125
2016-09-06,138.71000671386722,140.08000183105472,138.50999450683594,139.63999938964844,8542600,0,1,139.63999938964844
2016-09-07,140.3699951171875,140.41999816894528,139.53999328613278,139.53999328613278,5421800,0,1,139.53999328613278
2016-09-08,138.86000061035156,139.27000427246094,137.25999450683594,137.78999328613278,14301500,0,1,137.78999328613278
2016-09-09,136.07000732421878,136.1199951171875,135.41000366210938,135.52000427246094,13347700,0,1,135.52000427246094
2016-09-12,135.32000732421878,135.83000183105472,135.16000366210938,135.58999633789062,9096600,0,1,135.58999633789062
2016-09-13,135.8699951171875,136.0,133.36000061035156,134.05000305175778,15645400,0,1,134.05000305175778
2016-09-14,134.05000305175778,134.91000366210938,134.05000305175778,134.25,7037700,0,1,134.25
2016-09-15,133.61000061035156,134.05000305175778,133.02999877929688,133.66999816894528,9874500,0,1,133.66999816894528
2016-09-16,134.58000183105472,134.80999755859378,134.22000122070312,134.75,7507900,0,1,134.75
2016-09-19,134.52000427246094,134.8699951171875,134.25,134.30999755859378,7105900,0,1,134.30999755859378
2016-09-20,135.14999389648438,135.58000183105472,134.66999816894528,134.77999877929688,6054800,0,1,134.77999877929688
2016-09-21,134.60000610351562,135.88999938964844,134.17999267578122,135.8699951171875,10698100,0,1,135.8699951171875
2016-09-22,136.66999816894528,137.28999328613278,136.5,136.94999694824222,12426200,0,1,136.94999694824222
2016-09-23,137.02999877929688,137.33999633789062,136.71000671386722,136.82000732421878,5928800,0,1,136.82000732421878
2016-09-26,137.07000732421878,137.83000183105472,137.02000427246094,137.69000244140622,8661300,0,1,137.69000244140622
2016-09-27,138.58999633789062,138.80000305175778,137.94999694824222,138.69999694824222,9450400,0,1,138.69999694824222
2016-09-28,138.5,139.14999389648438,138.22000122070312,138.39999389648438,7958700,0,1,138.39999389648438
2016-09-29,137.55999755859378,139.07000732421878,137.44999694824222,138.75,8319800,0,1,138.75
2016-09-30,138.55000305175778,138.63999938964844,136.8699951171875,137.50999450683594,11747100,0,1,137.50999450683594
2016-10-03,137.67999267578122,137.77000427246094,136.75999450683594,136.80999755859378,7588800,0,1,136.80999755859378
2016-10-04,136.6199951171875,136.83999633789062,135.16000366210938,135.21000671386722,12048700,0,1,135.21000671386722
2016-10-05,135.02000427246094,135.08000183105472,134.1199951171875,134.58000183105472,8917700,0,1,134.58000183105472
2016-10-06,133.97000122070312,134.69000244140622,133.67999267578122,133.83000183105472,7839900,0,1,133.83000183105472
2016-10-07,133.92999267578122,134.28999328613278,133.08999633789062,133.91999816894528,9953200,0,1,133.91999816894528
2016-10-10,132.85000610351562,133.16000366210938,132.50999450683594,133.1300048828125,6089100,0,1,133.1300048828125
2016-10-11,132.86000061035156,133.55000305175778,132.57000732421878,132.83000183105472,9670400,0,1,132.83000183105472
2016-10-12,132.66999816894528,133.02000427246094,132.24000549316406,132.96000671386722,7582400,0,1,132.96000671386722
2016-10-13,133.63999938964844,133.92999267578122,133.3699951171875,133.46000671386722,7080600,0,1,133.46000671386722
2016-10-14,132.27000427246094,132.94999694824222,131.52999877929688,131.58999633789062,11415100,0,1,131.58999633789062
2016-10-17,132.10000610351562,132.74000549316406,132.08999633789062,132.42999267578122,10595900,0,1,132.42999267578122
2016-10-18,131.86000061035156,132.88999938964844,131.83000183105472,132.86000061035156,7151000,0,1,132.86000061035156
2016-10-19,132.3699951171875,133.27000427246094,132.32000732421878,132.97000122070312,6941300,0,1,132.97000122070312
2016-10-20,133.63999938964844,133.75,132.89999389648438,133.11000061035156,6082300,0,1,133.11000061035156
2016-10-21,133.52000427246094,133.72000122070312,132.8699951171875,133.30999755859378,9222700,0,1,133.30999755859378
2016-10-24,133.41000366210938,133.44999694824222,132.28999328613278,132.72999572753906,6507500,0,1,132.72999572753906
2016-10-25,132.52999877929688,133.55999755859378,132.49000549316406,133.08000183105472,5134700,0,1,133.08000183105472
2016-10-26,132.46000671386722,132.80000305175778,131.99000549316406,132.17999267578122,5842500,0,1,132.17999267578122
2016-10-27,131.07000732421878,131.07000732421878,130.05999755859378,130.74000549316406,10044700,0,1,130.74000549316406
2016-10-28,130.38999938964844,130.92999267578122,130.33000183105472,130.44999694824222,7541000,0,1,130.44999694824222
2016-10-31,130.88999938964844,131.28999328613278,130.71000671386722,131.25,7047500,0,1,131.25
2016-11-01,130.16000366210938,131.60000610351562,129.8800048828125,131.00999450683594,12622400,0,1,131.00999450683594
2016-11-02,131.30000305175778,132.11000061035156,131.02999877929688,131.58000183105472,8666200,0,1,131.58000183105472
2016-11-03,130.75,131.05000305175778,130.44000244140622,130.57000732421878,6085400,0,1,130.57000732421878
2016-11-04,131.27000427246094,131.78999328613278,131.1300048828125,131.74000549316406,7622600,0,1,131.74000549316406
2016-11-07,130.75,131.0,130.44000244140622,130.6199951171875,5386700,0,1,130.6199951171875
2016-11-08,131.02000427246094,131.21000671386722,129.71000671386722,130.08999633789062,7576500,0,1,130.08999633789062
2016-11-09,127.22000122070312,127.37000274658205,124.22000122070312,124.56999969482422,31233500,0,1,124.56999969482422
2016-11-10,123.97000122070312,124.95999908447266,122.72000122070312,122.7300033569336,22961200,0,1,122.7300033569336
2016-11-11,122.95999908447266,123.0500030517578,121.6500015258789,122.04000091552734,10040200,0,1,122.04000091552734
2016-11-14,121.27999877929688,122.66000366210938,120.7300033569336,121.30999755859376,21174400,0,1,121.30999755859376
2016-11-15,122.22000122070312,122.80999755859376,121.77999877929688,121.91000366210938,11963700,0,1,121.91000366210938
2016-11-16,122.3000030517578,123.13999938964844,122.16999816894531,123.01000213623048,9149500,0,1,123.01000213623048
2016-11-17,121.9499969482422,122.11000061035156,120.98999786376952,121.1999969482422,11221600,0,1,121.1999969482422
2016-11-18,121.62999725341795,121.97000122070312,120.33999633789062,120.8499984741211,13577700,0,1,120.8499984741211
2016-11-21,121.20999908447266,121.4800033569336,120.88999938964844,121.1500015258789,6488100,0,1,121.1500015258789
2016-11-22,121.66000366210938,121.76000213623048,120.87999725341795,121.11000061035156,9989900,0,1,121.11000061035156
2016-11-23,119.98999786376952,120.91000366210938,119.25,120.63999938964844,13563500,0,1,120.63999938964844
2016-11-25,121.19000244140624,121.29000091552734,120.4000015258789,120.81999969482422,3126300,0,1,120.81999969482422
2016-11-28,121.41000366210938,121.7300033569336,121.08999633789062,121.70999908447266,8555000,0,1,121.70999908447266
2016-11-29,121.44000244140624,122.4000015258789,121.20999908447266,122.22000122070312,8363000,0,1,122.22000122070312
2016-11-30,119.97000122070312,121.01000213623048,119.4800033569336,120.23999786376952,21163500,0,1,120.23999786376952
2016-12-01,118.51000213623048,118.98999786376952,117.63999938964844,118.7300033569336,21715700,0,1,118.7300033569336
2016-12-02,119.16999816894531,120.20999908447266,119.13999938964844,119.5999984741211,12487500,0,1,119.5999984741211
2016-12-05,118.93000030517578,120.4000015258789,118.4499969482422,119.47000122070312,12100100,0,1,119.47000122070312
2016-12-06,119.33999633789062,119.94000244140624,119.12000274658205,119.37999725341795,11526600,0,1,119.37999725341795
2016-12-07,119.81999969482422,120.62000274658205,119.81999969482422,120.4000015258789,10392200,0,1,120.4000015258789
2016-12-08,119.1500015258789,119.30999755859376,118.77999877929688,118.9800033569336,12041100,0,1,118.9800033569336
2016-12-09,118.63999938964844,118.86000061035156,117.27999877929688,117.5,14646400,0,1,117.5
2016-12-12,117.2699966430664,117.8000030517578,116.87999725341795,117.72000122070312,9496300,0,1,117.72000122070312
2016-12-13,118.4000015258789,118.48999786376952,117.44000244140624,118.13999938964844,12189200,0,1,118.13999938964844
2016-12-14,119.08000183105469,119.20999908447266,116.8000030517578,116.81999969482422,16618400,0,1,116.81999969482422
2016-12-15,117.55999755859376,118.29000091552734,117.02999877929688,117.41000366210938,12400500,0,1,117.41000366210938
2016-12-16,117.61000061035156,117.91999816894531,116.8000030517578,117.13999938964844,14924600,0,1,117.13999938964844
2016-12-19,117.9800033569336,118.58000183105469,117.73999786376952,118.4000015258789,10868300,0,1,118.4000015258789
2016-12-20,117.62999725341795,117.9000015258789,117.37999725341795,117.80999755859376,7030600,0,1,117.80999755859376
2016-12-21,117.91999816894531,118.4000015258789,117.7300033569336,118.33000183105469,4624700,0,1,118.33000183105469
2016-12-22,117.52999877929688,118.0,117.5,117.80999755859376,5177800,0,1,117.80999755859376
2016-12-23,118.23999786376952,118.38999938964844,117.9499969482422,118.0500030517578,4461600,0,1,118.0500030517578
2016-12-27,117.41999816894531,117.6999969482422,117.2300033569336,117.66999816894531,5276600,0,1,117.66999816894531
2016-12-28,117.86000061035156,118.87999725341795,117.6999969482422,118.52999877929688,7578600,0,1,118.52999877929688
2016-12-29,118.8000030517578,119.2699966430664,118.66000366210938,118.9499969482422,8581400,0,1,118.9499969482422
2016-12-30,118.77999877929688,119.6500015258789,118.72000122070312,119.12999725341795,10613900,0,1,119.12999725341795
2017-01-03,118.41000366210938,119.98999786376952,118.18000030517578,119.63999938964844,13217300,0,1,119.63999938964844
2017-01-04,119.76000213623048,120.23999786376952,119.4499969482422,120.0999984741211,6699600,0,1,120.0999984741211
2017-01-05,120.4499969482422,122.02999877929688,120.16999816894531,121.9800033569336,13265800,0,1,121.9800033569336
2017-01-06,121.12999725341795,121.54000091552734,120.75,120.86000061035156,8369300,0,1,120.86000061035156
